winery,wine_name,wine_type,wine_country,average_rating,num_of_ratings,wine_price,grapes,alcohol_content,reviews
Belle Glos,Dairyman Vineyard Pinot Noir 2019,Red wine,United States,4.5,233,59.99,100% Pinot Noir,14.6,"Fresh black cherry touch of clay with just a touch of chocolate in the finish.,Found something else to be thankful for this Thanksgiving! Cranberries on the nose, (or maybe I'm projecting), very dark and more legs (14.6 ABV) than many pinot. Black cherry and gala apple, mouthful of goodness. High WAF. YUM.,A fantastic quality pinot, as one would expect from Belle Glos. It smells a lot like milk or cheese, and it’s very creamy. I also get some vanilla, plum, and pepper from this wine. It’s incredibly smooth but a bit mild, and I don’t quite think it’s a perfect 5."
Marion,Cabernet Sauvignon 2016,Red wine,Italy,4.4,59,37.99,,,"Great quality CS made of passito. Though there's not very unique difference except for it has been made of valpolicella superiore way (partial use of 40 days passito grapes). Like other top quality CS, has intense cherry, blackberry, tobacco and mint. Concentrated fruits. 14.5%. Deep ruby red color, medium high tannins (bit rough yet), medium body and medium acidity. Bold but well balanced structure. It shows more fuirty and balanced characters as time goes by. Let's look forward to the future.,This is a wine I have had difficulties buying while visiting the producer since it has been sold out almost every time Marion makes a very good CS in Valpolicella/Soave. This vintage is a bit smoother and more accessible than the ones I have tasted before. Black currant oaky leather plum,dark fruit plum oak flavors, medium to full body, long finish. Great structure"
Sauvion,Rosé d'Anjou 2019,Rosé wine,France,4.1,31,18.99,"Pineau D'Aunis, Cabernet Franc, Grolleau, Gamay",,"Excellent quality, little on the fruity side, nice color, soft acid clean finish.,I don't love rose, but this is one of the better ones. Easy drinking, perfect for the deck.,Tastes like a Sauvignon! Not too sweet"
Chateau Ste. Michelle,Harvest Select Sweet Riesling 2018,Dessert wine,United States,3.9,573,10.99,100% Riesling,,"pale yellow. medium+ intensity. orange peel, peach, apricot, lychee, honeysuckle, minerality. medium sweet, medium+ acidity, medium+ body, medium+ finish.,Certainly sweeter than the classic Riesling, this harvest select Riesling has aromas and flavors of peaches, apples, along with subtle notes of pear. The dessert wine is crisp and refreshing with balanced acidity. It pairs well with fruit, crab, and Asian dishes.,Sweeter than the classic Riesling, this late harvest Riesling displays aromas and flavors of peaches and apples, with subtle notes of pear. This dessert wine is crisp and refreshing, with a balanced acidity. It pairs well with fruit, crab, and Asian dishes."
Blandy's,10 Years Old Malmsey Madeira (Rich) N.V.,Fortified Wine,Portugal,4.0,862,29.99,100% Malvasia,,"Loads of nuts, vanilla and brown sugar with a scrumptious bitter coffee edge that gives it complexity. The flavor is so round and luscious but not cloying...,Color: Burnt orange Aromas: Enticing toffee, orange marmalade, roasted nuts, dried figs, caramel, honeycomb Body:Full-bodied and rich with very good acidity that keeps it from being cloying Taste: Toffee, honey, dried fig, orange marmalade, burnt brown sugar with hints of coffee and roasted nuts Finish: Long, sweet"
Esporão,Esporão Reserva Tinto 2016,Red wine,Portugal,4.2,7560,19.99,"Roupeiro, Antão Vaz",,"Wow, great buy. Black currant, blueberries, slightly floral, with some herbaceousness & oak to finish. The definition of great value Portuguese wine,Esperao night and this is another winner. Dark blackcurrant? Perfect balance, elegant and as always feels like a treat. Tip top.,Great wine and amazing value. Great nose and very long on the palate. Balance between fruit and tannin. Notes of raspberry, leather, tobacco and licorice."
Mas de Daumas Gassac,Frizant Mousseux Rosé 2018,Sparkling wine,France,4.1,221,29.99,100% Cabernet Sauvignon,,"Everything is fabulous about rose, about sparkling, about south France. The girly sweetness and lady’s elegance.,Very enjoyable French sparkling wine. Nice color, good fruit notes, ample bubbles. Really enjoyed on a warm summer evening. Good value for price.,Pale salmon in color. Nose of Grapefruit and red cherry. Slight sweetness but not overwhelming. Flavors of Strawberries and Tart red cherries."
The Infamous Goose,Sauvignon Blanc 2020,White wine,New Zealand,4.2,65,15.99,100% Sauvignon Blanc,,"Really pale and light yellow color, clear, citrus on the nose, lot of passion fruit on palate, acidity medium, well balanced wine, some minerals, little bit dry, semi long finish,The Lodge at Wilderness Ridge Stock Your Cellar tasting with Nat 4/20/21. From Marlboro New Zealand named after the indigenous people's folklore about the giant Infamous Goose, which turned out to be the now extinct Moa. Pale lime to straw color. Notes of lime, passionfruit pulp & lemon zest dominate the nose. The palate features concentrated citrus and tropical fruits with a salivating acidity. Excellent QPR. $20,Very nice New Zealand Sauvignon blanc at a great price point. Grapefruit and citrus. Very aromatic. Bright acidity. Nice lingering mineral finish."
Château de Ricaud,Loupiac 2009,Dessert wine,France,3.7,41,22.99,"Sauvignon Blanc, Sémillon",,"Not overly sweet, good dessert wine to drink on its own, dried apricots, clove, long finish,Not as unctuous as most grand cru Sauternes. Apricot, honey, nice balance.,Okay. Agree with other raters - not at the Sauternes level but a nice desert wine. Apricots, honey, smooth."
La Sanglière,Juliette Rosé 2018,Rosé wine,France,3.9,195,12.99,"Shiraz/Syrah, Grenache",,"Nicely done again 2018. More full body. Some follow. Light pale salmon color. V little nose. Lite strawberry flavor. High acid. Low alcohol,Nice strawberry cream vibe with good restraint and balance. Serve chilled and you will be in a good place. Very refreshing and light.,Super light pink color with a very light nose. I get roses on the first taste with slight lemon. Ver refreshing. From the south of France 🇫🇷"
Elouan,Rosé 2019,Rosé wine,United States,4.0,64,15.05,100% Pinot Noir,,"Strawberry-raspberry aroma. Dry and crisp. A well-made wine with excellent food pairing potential.,Nice acid. Fruity.,Have had this Rosé a number times. Always drinks beautifully. Lovely red fruit aromas. Strawberry notes, with hints of minerals, and a nice crisp acidity. 🍷"
Soalheiro,Alvarinho 2020,White wine,Portugal,4.3,343,29.99,Albariño,,"Peach and stone fruit. Quite the acidity but very well balanced. Insanely good, once again the Portuguese showed their craftsmanship! 4.4 ⭐,A very refreshing wine. Having it on a sunny day and it’s a delight. Colour: a sauvignon blanc white shade. Nose: citrus. Taste: lime for me.,(4.3) Yellow citrine color, the nose is intense with aromas of citrus fruit and tropical and mineral notes. On the palate melon, ripe apple and pear, crisp and beautiful acidity. Balanced and lengthy. @Okhuysen"
J Vineyards,Brut Rosé N.V.,Sparkling wine,United States,4.1,605,36.99,"66% Pinot Noir, 33% Chardonnay, 1% Pinot Meunier",12.5,"Delicious. Tart and crisp, neutral to semisweet aftertaste. Went out and bought another bottle immediately after this was consumed.,Dark peach color, with lovely effervescence, this flavor bomb is lovely as solitaire, but has enough substance to pair with filet mignon.,Really quite good! Super time and very delicate bubbles. Slightly herbaceous aroma with very delicate peach. My only gripe is that bubbles dissipate quicker than I’d like. Other than that, 👌"
Valdespino,Contrabandista Amontillado Blend Medium Dry N.V.,Fortified Wine,Spain,3.8,644,25.99,"Palomino, Pedro Ximenez",,"Dry, slightly bitter and a little bit saline. This is quite spectacular as a before dinner drink with almonds and Manchego cheese.,Short notes: Medium-dry, white fruity and bright nose, fig, caramel, toffee, palate is quite saline and retains some acidity. Excellent dessert companion."
Lioco,Pinot Noir 2019,Red wine,United States,4.3,106,26.50,100% Pinot Noir,,"Upon opening, my first scent was rhubarb. Then it opened a little and I could detect the tea, followed by the violets and sour cherry. Black raspberries and iced tea, with a hint of violets. Not as dry on my palate as described. Candied orange peel and woodsy-fruit stems linger on the finish. Delicious and easy to drink.,NC trip with Jeff & Sarah. This with the burgers was wonderful.,Light, pepper, hints of red fruit. Bought at Squabble"
Domaine Perzinsky,Les Forts de Porquerolles Rosé 2017,Rosé wine,France,3.9,57,16.99,"Shiraz/Syrah, Mourvedre, Cinsault, Grenache Gris",,"It has the female look, it taste perfect when sitting in the Restaurant L’escale looking over the harbor of Porquerlles😊 Fresh with notes of grape fruit....,Very charming, nice spicy notes and not to fruity - just as I like Rosé from the Provence!,Lovely rose that takes me back to ththe lovely remote island."
Risata,Moscato d'Asti N.V.,Sparkling wine,Italy,4.2,5402,13.24,100% Moscato Bianco,5.5,
Mamamango,Moscato + Mango N.V.,Sparkling wine,Italy,4.2,598,12.99,100% Moscato Bianco,,"Fun wine for any occasion. Sting mango on the nose and tropical sweetness. Sweet mango and nectarine with mild effervescence. Very sweet wine. Would be great for a brunch party or any midday occasion or celebration.,This is a full fledged success. Everything about this pour is perfect for fun occasions. I wouldn’t consider this a sparkling wine I would more deem it as a wine based carbonated beverage. However, with that aside pick it up when you see it. It’s worthwhile. The real mango pulp is fresh and refreshing and keeps the beverage very flavorful with tropical fruit characters. The bubbles are sufficient to keep your palate entertained & the pour is gorgeous for any champagne occasion. It’s not overly sweet either,For the concept, this is lovely. We all enjoyed it much more than expected. Light on the alcohol at 6%. Take the bottle’s suggestion to shake softly before serving. We didn’t notice that and ended up with some chunky mango at the bottom of the bottle that plopped out in the last glasses poured. The real fruit here makes the difference over artificially flavored alcohols. This hits a refreshing note, with the ripeness of the mango apparent but without being overly sweet. I nice change to the usual Prosecco."
Dominio de Pingus,PSI 2018,Red wine,Spain,4.2,1713,29.99,100% Tinto Fino,,"Wow what a good wine, just had to try again!! A blend of 86% Tinta del País/Tempranillo (from old vineyards), 12% Garnacha and 2% other grapes, including whites. Medium Ruby with aromas of ripe fresh fruits, herb and complex spice. On the palate flavors of cherry and strawberry with vanilla oak and cacao. Good balance, fine elegant tannins, medium+ finish ending with fruit and earthy character. Very nice! I grabbed a few bottles to see how this ages, check back!!,Deep ruby. Blueberry, red cherry. Minerals and oak vanilla. Powerful and gripping tannins. A bit chalky. Long finish. A complex and competent wine.,Deep garnet red, black fruit like blueberry and blackberry. Leather, earthy, coffee, tobacco. Strong tannins, well structured wine, full bodied with a long finish."
Warre's,Otima 10 Year Old Tawny Port N.V.,Fortified Wine,Portugal,4.0,5319,22.99,100% Shiraz/Syrah,,84/100 Amber color oxidative but not too much dry fruits dry nuts prune served chilled is really something special!!! Perfect with prune tart
Las Jaras Wines,Glou Glou 2019,Red wine,United States,4.3,830,24.99,"Valdiguie, Zinfandel, Charbono, Carignan",13.4,"Absolutely delicious. High acidity, dry and savory. Tastes of raspberry, green pepper and leather, with a long tannic finish.,Ruby color. Very light body. Red currant, mild cranberry, leather and baking spice or gingerbread. Slight acidity and tartness on a long, warm finish.,Juicy, sparkly, and delicious. Little barnyard on the nose, high acid, low tannin, light body. Tastes like a freshly bitten blackberry"
The Hess Collection,Lion Tamer Napa Valley Red Blend 2016,Red wine,United States,4.2,1322,36,100% Malbec,14.8,"4.3 Hess vineyards. 14.8% ABV but not alcohol forward. Big lush fruit with bold but not harsh notes of red and black fruits, with a touch of oak. Nice 7-grape meritage primarily of Malbec, Zin, petite sirah, and Cabernet. Drink now or buy and sold 3-8 years.,Better than expectation. Well paired with lamb BBQ. It seems like typical Napa Red Blend, but every elements are not excessive.,I loved this wine. Dark cherry and vanilla were predominant on the nose. Great wine for dinner. We had it with steak frites and grilled octopus. It was superb 👌🏼🍷"
Piazzo,Moscato d'Asti 2019,Sparkling wine,Italy,4.2,187,14.99,100% Moscato,,"Sweet and easy going, pears, passion fruit and melons.,2019 drunk in 2020. Very sweet wine, mostly to pair with dessert. Exotic fruits like pineapple and passion fruit on the nose, as well as honey. The finish is also lengthy. I just find it too sweet overall.,Very fruity and mild"
